CustomerID,Age,Gender,City,Education,IncomeBracket,AnnualSpend,MembershipTier,TenureMonths,TotalOrders
C1718,35,Male,Kolkata,PhD,100k-200k,22337.43,Silver,39,6
C1719,18,Male,Delhi,Master's,<25k,3493.95,Basic,36,1
C1720,21,Male,Kolkata,Bachelor's,100k-200k,34605.49,Gold,42,16
C1721,37,Female,Kolkata,PhD,50k-100k,9739.16,Basic,5,3
C1722,47,Male,Mumbai,Bachelor's,100k-200k,34896.76,Gold,24,10
C1723,18,Female,Kolkata,High School,25k-50k,11093.32,Basic,39,2
C1724,18,Male,Delhi,PhD,25k-50k,8164.84,Basic,39,4
C1725,25,Male,Kolkata,Bachelor's,100k-200k,47764.59,Basic,44,10
C1726,58,Male,Ahmedabad,High School,<25k,3893.02,Basic,5,1
C1727,43,Male,Mumbai,PhD,25k-50k,12374.1,Silver,36,5
C1728,18,Female,Kolkata,Master's,100k-200k,46106.95,Silver,10,14
C1729,45,Female,Chennai,Master's,50k-100k,13745.93,Basic,33,2
C1730,57,Male,Delhi,High School,50k-100k,26702.68,Silver,14,7
C1731,35,Female,Ahmedabad,Bachelor's,<25k,4621.26,Platinum,13,1
C1732,49,Female,Delhi,Master's,100k-200k,43345.4,Basic,40,11
C1733,28,Female,Bangalore,Bachelor's,<25k,2477.6,Platinum,28,1
C1734,51,Female,Bangalore,Bachelor's,100k-200k,48993.86,Basic,33,10
C1735,18,Female,Hyderabad,PhD,<25k,1773.89,Silver,8,1
C1736,30,Male,Bangalore,Master's,50k-100k,13505.27,Basic,52,2
C1737,29,Female,Delhi,High School,50k-100k,21301.72,Silver,24,4
C1738,23,Male,Hyderabad,Bachelor's,50k-100k,12389.03,Silver,42,4
C1739,50,Male,Bangalore,Master's,200k+,68999.83,Basic,1,15
C1740,29,Female,Kolkata,Bachelor's,50k-100k,14980.27,Basic,47,8
C1741,48,Male,Ahmedabad,Bachelor's,50k-100k,22591.4,Basic,17,6
C1742,35,Female,Kolkata,Bachelor's,25k-50k,7681.65,Gold,4,2
C1743,18,Female,Mumbai,Master's,100k-200k,32301.0,Basic,41,11
C1744,24,Female,Chennai,Master's,<25k,3499.81,Basic,42,1
C1745,44,Male,Bangalore,Master's,50k-100k,15733.71,Platinum,45,3
C1746,44,Male,Hyderabad,Master's,100k-200k,17887.3,Basic,18,3
C1747,42,Female,Kolkata,High School,100k-200k,48778.76,Basic,48,12
C1748,36,Male,Pune,Bachelor's,50k-100k,14918.44,Basic,12,4
C1749,42,Male,Ahmedabad,Bachelor's,100k-200k,40516.23,Platinum,12,9
C1750,25,Female,Hyderabad,Bachelor's,25k-50k,6086.57,Silver,35,1
C1751,42,Male,Kolkata,Bachelor's,50k-100k,13221.42,Gold,32,4
C1752,39,Male,Pune,High School,100k-200k,34308.78,Basic,25,9
C1753,18,Female,Kolkata,Bachelor's,25k-50k,11631.92,Silver,41,4
C1754,37,Male,Kolkata,Master's,200k+,54072.04,Gold,38,15
C1755,33,Female,Mumbai,Master's,100k-200k,29562.56,Silver,46,4
C1756,19,Female,Kolkata,Master's,50k-100k,11914.13,Basic,43,1
C1757,31,Male,Delhi,Bachelor's,50k-100k,22600.43,Silver,19,4
C1758,31,Female,Mumbai,PhD,100k-200k,31097.63,Basic,14,11
C1759,39,Male,Chennai,High School,50k-100k,21523.44,Gold,15,5
C1760,37,Female,Chennai,High School,<25k,4310.06,Silver,30,1
C1761,32,Male,Mumbai,Master's,50k-100k,17449.71,Basic,52,3
C1762,40,Male,Mumbai,High School,50k-100k,19766.35,Gold,40,6
C1763,18,Male,Delhi,High School,100k-200k,36771.63,Silver,21,12
C1764,23,Female,Mumbai,Master's,50k-100k,18545.19,Gold,5,3
C1765,35,Female,Bangalore,PhD,25k-50k,10997.93,Silver,36,3
C1766,28,Male,Delhi,High School,50k-100k,11808.84,Silver,39,4
C1767,53,Male,Chennai,Master's,50k-100k,8232.41,Basic,41,1
C1768,31,Male,Ahmedabad,Bachelor's,100k-200k,44720.81,Basic,35,6
C1769,25,Male,Mumbai,Master's,<25k,3848.76,Basic,32,2
C1770,28,Male,Mumbai,PhD,50k-100k,7851.11,Basic,41,1
C1771,26,Female,Mumbai,Master's,<25k,3358.97,Silver,54,1
C1772,33,Female,Ahmedabad,High School,50k-100k,21629.75,Gold,19,12
C1773,33,Male,Hyderabad,High School,25k-50k,11813.62,Basic,47,2
C1774,39,Male,Hyderabad,High School,25k-50k,8999.29,Gold,53,5
C1775,47,Male,Ahmedabad,Master's,200k+,34288.0,Silver,34,12
C1776,33,Female,Kolkata,Bachelor's,100k-200k,19644.82,Basic,19,4
C1777,49,Female,Bangalore,Master's,200k+,52182.82,Silver,17,6
C1778,25,Female,Hyderabad,Bachelor's,25k-50k,5264.03,Basic,50,1
C1779,33,Male,Hyderabad,Master's,100k-200k,17583.72,Basic,48,7
C1780,45,Female,Hyderabad,Master's,50k-100k,21775.68,Silver,31,10
C1781,29,Male,Mumbai,High School,50k-100k,20688.74,Basic,40,4
C1782,65,Male,Mumbai,PhD,200k+,66970.35,Basic,55,10
C1783,22,Male,Chennai,Bachelor's,25k-50k,6112.74,Basic,33,1
C1784,21,Female,Mumbai,Bachelor's,100k-200k,23951.79,Gold,37,7
C1785,37,Male,Ahmedabad,Bachelor's,50k-100k,21298.03,Platinum,47,10
C1786,41,Female,Mumbai,High School,50k-100k,26577.18,Basic,42,3
C1787,32,Male,Delhi,Bachelor's,50k-100k,24489.11,Silver,23,4
C1788,46,Female,Delhi,Master's,200k+,71841.83,Basic,25,23
C1789,34,Female,Hyderabad,High School,25k-50k,4531.9,Gold,39,1
C1790,18,Female,Bangalore,Master's,<25k,2582.0,Basic,18,1
C1791,37,Female,Hyderabad,Master's,50k-100k,7966.35,Gold,16,7
C1792,23,Female,Chennai,High School,50k-100k,20755.87,Basic,31,1
C1793,22,Female,Pune,High School,<25k,3371.33,Platinum,24,1
C1794,37,Female,Hyderabad,Bachelor's,50k-100k,21927.67,Gold,57,4
C1795,51,Male,Mumbai,High School,25k-50k,8319.63,Basic,4,1
C1796,37,Male,Mumbai,High School,100k-200k,34594.6,Basic,37,13
C1797,18,Female,Pune,Bachelor's,25k-50k,6142.2,Silver,36,1
C1798,34,Female,Hyderabad,Master's,100k-200k,39286.53,Silver,46,9
C1799,23,Male,Mumbai,Bachelor's,50k-100k,20215.2,Basic,49,5
C1800,39,Male,Pune,Bachelor's,50k-100k,21575.02,Platinum,17,6
C1801,47,Male,Hyderabad,High School,50k-100k,14568.24,Silver,26,4
C1802,29,Female,Chennai,PhD,100k-200k,20332.36,Platinum,54,6
C1803,26,Female,Mumbai,PhD,25k-50k,8591.35,Silver,4,1
C1804,24,Male,Pune,Master's,50k-100k,17723.63,Basic,14,5
C1805,35,Male,Hyderabad,Master's,25k-50k,5890.46,Basic,7,2
C1806,33,Female,Mumbai,Bachelor's,25k-50k,9143.97,Basic,21,2
C1807,25,Male,Bangalore,PhD,50k-100k,20102.03,Basic,35,8
C1808,40,Female,Delhi,Master's,200k+,33547.44,Silver,32,6
C1809,19,Male,Mumbai,Bachelor's,<25k,1873.51,Basic,25,1
C1810,33,Female,Ahmedabad,Master's,50k-100k,18527.86,Platinum,34,3
C1811,50,Female,Mumbai,Bachelor's,50k-100k,10003.31,Gold,30,4
C1812,40,Male,Ahmedabad,PhD,25k-50k,5982.45,Platinum,4,1
C1813,39,Male,Kolkata,Master's,100k-200k,32435.56,Platinum,47,4
C1814,24,Female,Bangalore,Master's,25k-50k,7725.8,Basic,46,1
C1815,18,Male,Chennai,Bachelor's,50k-100k,16614.82,Basic,39,1
C1816,42,Male,Delhi,Master's,100k-200k,21344.57,Basic,38,8
C1817,24,Female,Bangalore,Bachelor's,50k-100k,19005.45,Gold,33,4
C1818,32,Female,Pune,High School,50k-100k,27898.16,Basic,44,7
C1819,40,Male,Mumbai,Master's,100k-200k,47685.64,Silver,57,10
C1820,23,Female,Hyderabad,Master's,<25k,3420.67,Silver,4,1
C1821,30,Male,Pune,High School,100k-200k,29852.85,Silver,2,15
C1822,29,Male,Kolkata,High School,25k-50k,11604.91,Silver,22,3
C1823,26,Female,Pune,Master's,25k-50k,5570.92,Platinum,6,2
C1824,36,Female,Ahmedabad,Bachelor's,50k-100k,27670.2,Gold,52,8
C1825,27,Female,Ahmedabad,Bachelor's,50k-100k,25541.05,Silver,6,6
C1826,38,Male,Pune,Master's,25k-50k,8882.76,Basic,58,5
C1827,29,Female,Bangalore,Master's,50k-100k,20676.78,Platinum,30,7
C1828,21,Female,Kolkata,Bachelor's,<25k,1789.96,Basic,56,1
C1829,42,Female,Ahmedabad,Master's,25k-50k,7710.76,Basic,7,1
C1830,38,Female,Hyderabad,High School,25k-50k,8947.4,Gold,16,3
C1831,35,Female,Delhi,Bachelor's,50k-100k,17455.03,Platinum,34,6
C1832,18,Male,Kolkata,Bachelor's,<25k,2110.83,Silver,32,1
C1833,27,Male,Mumbai,High School,50k-100k,13702.35,Basic,4,2
C1834,32,Male,Mumbai,Master's,25k-50k,6256.23,Gold,12,1
C1835,49,Female,Mumbai,High School,50k-100k,23519.69,Gold,11,7
C1836,36,Male,Delhi,Bachelor's,25k-50k,9161.78,Silver,4,3
C1837,43,Male,Bangalore,High School,50k-100k,23052.72,Basic,20,5
C1838,40,Male,Chennai,Bachelor's,200k+,53176.3,Basic,34,18
C1839,39,Male,Kolkata,High School,25k-50k,4448.39,Basic,9,1
C1840,41,Male,Bangalore,Bachelor's,50k-100k,13185.69,Basic,56,4
C1841,37,Female,Mumbai,PhD,100k-200k,24148.77,Basic,47,8
C1842,23,Male,Hyderabad,Bachelor's,50k-100k,18942.7,Platinum,59,4
C1843,19,Other,Chennai,Master's,25k-50k,11454.66,Silver,38,2
C1844,44,Female,Bangalore,High School,200k+,79153.05,Silver,54,15
C1845,49,Male,Mumbai,Master's,100k-200k,23311.13,Silver,8,5
C1846,39,Female,Pune,PhD,50k-100k,25190.05,Platinum,14,5
C1847,47,Male,Delhi,Bachelor's,50k-100k,11729.65,Silver,56,1
C1848,37,Female,Ahmedabad,PhD,50k-100k,17208.35,Silver,42,5
C1849,43,Female,Mumbai,Master's,50k-100k,11289.46,Platinum,21,2
C1850,44,Male,Pune,High School,100k-200k,44153.59,Silver,35,5
C1851,23,Other,Mumbai,Master's,25k-50k,9376.09,Silver,55,1
C1852,35,Male,Hyderabad,Master's,50k-100k,13935.61,Gold,48,7
C1853,32,Male,Mumbai,PhD,100k-200k,22072.1,Silver,26,4
C1854,26,Female,Bangalore,Bachelor's,50k-100k,19178.98,Silver,19,4
C1855,18,Female,Ahmedabad,Bachelor's,25k-50k,10716.85,Silver,46,2
C1856,45,Male,Mumbai,Master's,50k-100k,16743.75,Basic,4,2
C1857,34,Male,Delhi,High School,50k-100k,23720.47,Silver,26,4
C1858,46,Male,Delhi,High School,100k-200k,45561.36,Platinum,4,11
C1859,18,Male,Mumbai,Master's,25k-50k,6349.26,Silver,41,1
C1860,39,Female,Bangalore,Master's,25k-50k,6177.36,Silver,3,3
C1861,46,Male,Kolkata,Master's,100k-200k,20347.73,Silver,27,6
C1862,23,Male,Ahmedabad,Bachelor's,200k+,63318.44,Silver,6,12
C1863,34,Male,Delhi,Bachelor's,100k-200k,24404.24,Basic,58,4
C1864,58,Male,Kolkata,Master's,100k-200k,28393.34,Platinum,2,7
C1865,18,Female,Hyderabad,High School,200k+,56415.92,Silver,32,11
C1866,37,Male,Hyderabad,Master's,200k+,87370.66,Gold,52,19
C1867,18,Male,Delhi,Master's,25k-50k,9288.52,Platinum,45,4
C1868,25,Female,Hyderabad,Master's,50k-100k,7019.27,Silver,25,2
C1869,30,Female,Chennai,Bachelor's,50k-100k,22560.91,Basic,2,4
C1870,31,Female,Chennai,Master's,25k-50k,5436.68,Basic,50,1
C1871,38,Female,Bangalore,Master's,200k+,50519.69,Gold,25,13
C1872,48,Male,Pune,Bachelor's,50k-100k,19929.97,Gold,56,2
C1873,42,Female,Hyderabad,Bachelor's,50k-100k,21765.13,Gold,41,8
C1874,40,Female,Hyderabad,Bachelor's,50k-100k,14495.94,Basic,36,1
C1875,50,Male,Kolkata,Bachelor's,<25k,2330.52,Platinum,14,1
C1876,38,Female,Hyderabad,High School,100k-200k,40894.88,Platinum,33,10
C1877,32,Other,Delhi,Master's,50k-100k,24154.11,Platinum,37,6
C1878,37,Male,Kolkata,Bachelor's,100k-200k,29070.37,Basic,23,10
C1879,26,Male,Mumbai,Bachelor's,50k-100k,31352.53,Gold,12,4
C1880,47,Female,Hyderabad,Bachelor's,100k-200k,25393.42,Basic,27,9
C1881,26,Male,Hyderabad,Bachelor's,200k+,56044.82,Silver,47,13
C1882,43,Female,Delhi,Bachelor's,100k-200k,23239.29,Platinum,7,7
C1883,18,Female,Ahmedabad,High School,25k-50k,11347.85,Silver,44,4
C1884,27,Female,Delhi,High School,50k-100k,8684.37,Platinum,16,2
C1885,35,Other,Pune,Master's,100k-200k,39047.25,Basic,35,7
C1886,33,Male,Chennai,Bachelor's,100k-200k,35841.9,Platinum,17,6
C1887,24,Female,Delhi,Bachelor's,50k-100k,13705.22,Silver,58,1
C1888,32,Female,Hyderabad,Master's,100k-200k,53545.28,Basic,43,16
C1889,23,Female,Ahmedabad,Bachelor's,25k-50k,6939.29,Silver,44,2
C1890,37,Other,Delhi,Bachelor's,100k-200k,46116.85,Platinum,46,10
C1891,18,Male,Pune,Bachelor's,50k-100k,16131.07,Gold,24,5
C1892,23,Female,Bangalore,Bachelor's,25k-50k,4882.95,Silver,7,1
C1893,47,Female,Pune,High School,50k-100k,16058.57,Silver,30,3
C1894,31,Male,Mumbai,High School,<25k,2136.68,Platinum,52,1
C1895,29,Female,Chennai,Bachelor's,25k-50k,8967.86,Basic,26,3
C1896,49,Female,Mumbai,Bachelor's,50k-100k,24902.01,Silver,32,5
C1897,20,Male,Mumbai,Bachelor's,50k-100k,13445.74,Platinum,41,3
C1898,47,Female,Hyderabad,Master's,25k-50k,9605.6,Basic,45,2
C1899,34,Male,Hyderabad,Bachelor's,<25k,4494.23,Silver,55,3
C1900,49,Male,Hyderabad,Bachelor's,50k-100k,24607.18,Basic,25,4
C1901,47,Male,Chennai,Bachelor's,100k-200k,42082.15,Platinum,25,11
C1902,40,Male,Mumbai,High School,<25k,2875.46,Basic,34,1
C1903,37,Male,Ahmedabad,Bachelor's,200k+,57106.69,Platinum,17,12
C1904,36,Male,Mumbai,Bachelor's,50k-100k,17410.51,Basic,37,3
C1905,29,Male,Kolkata,Master's,<25k,4477.61,Silver,24,1
C1906,45,Female,Mumbai,Bachelor's,100k-200k,53912.88,Basic,36,19
C1907,30,Female,Kolkata,Bachelor's,25k-50k,8326.89,Basic,40,4
C1908,41,Male,Kolkata,Master's,25k-50k,5226.94,Basic,6,1
C1909,26,Female,Ahmedabad,High School,50k-100k,16990.51,Gold,43,5
C1910,35,Female,Delhi,Bachelor's,25k-50k,10952.96,Gold,8,4
C1911,18,Female,Kolkata,Bachelor's,100k-200k,46157.26,Platinum,54,11
C1912,29,Male,Mumbai,Bachelor's,100k-200k,35316.1,Basic,24,10
C1913,49,Female,Bangalore,Bachelor's,50k-100k,17780.57,Silver,42,6
C1914,37,Male,Pune,Master's,25k-50k,8824.85,Platinum,27,1
C1915,46,Female,Chennai,Master's,100k-200k,27303.57,Silver,57,7
C1916,37,Female,Delhi,Master's,50k-100k,12484.84,Basic,11,1
C1917,33,Female,Kolkata,Bachelor's,<25k,2490.43,Basic,27,1
C1918,26,Male,Delhi,Bachelor's,25k-50k,9867.25,Silver,9,3
C1919,37,Male,Chennai,Master's,100k-200k,35492.99,Basic,56,8
C1920,41,Female,Mumbai,Bachelor's,50k-100k,11937.37,Basic,37,1
C1921,41,Male,Hyderabad,Bachelor's,50k-100k,20475.82,Basic,13,4
C1922,35,Female,Mumbai,Master's,<25k,3162.61,Gold,51,1
C1923,35,Female,Mumbai,Bachelor's,100k-200k,30377.0,Basic,7,6
C1924,44,Female,Mumbai,High School,50k-100k,13715.04,Basic,6,2
C1925,28,Female,Chennai,Bachelor's,100k-200k,33004.11,Basic,18,12
C1926,40,Male,Hyderabad,Bachelor's,25k-50k,11481.77,Basic,59,1
C1927,37,Male,Delhi,High School,100k-200k,38507.16,Gold,30,10
C1928,38,Male,Mumbai,High School,<25k,3808.89,Gold,41,1
C1929,32,Female,Hyderabad,Master's,50k-100k,16893.71,Gold,34,1
C1930,31,Male,Kolkata,High School,25k-50k,9693.71,Basic,2,6
C1931,34,Female,Bangalore,Master's,100k-200k,49442.1,Silver,57,10
C1932,57,Female,Bangalore,High School,50k-100k,26218.42,Basic,53,8
C1933,48,Female,Kolkata,Bachelor's,50k-100k,9073.71,Basic,22,1
C1934,39,Female,Chennai,PhD,100k-200k,42737.92,Gold,43,7
C1935,35,Male,Mumbai,Master's,50k-100k,3156.51,Gold,58,1
C1936,35,Female,Hyderabad,Bachelor's,50k-100k,8301.22,Gold,33,3
C1937,45,Male,Mumbai,Bachelor's,100k-200k,24397.42,Gold,45,6
C1938,43,Female,Kolkata,Bachelor's,100k-200k,54288.46,Gold,8,17
C1939,34,Female,Ahmedabad,Master's,200k+,56722.94,Silver,17,17
C1940,43,Female,Kolkata,Master's,<25k,1641.01,Silver,5,1
C1941,20,Male,Bangalore,High School,<25k,4237.35,Silver,28,1
C1942,39,Male,Bangalore,Master's,50k-100k,13880.29,Basic,51,3
C1943,32,Male,Mumbai,Bachelor's,25k-50k,4107.94,Gold,48,2
C1944,18,Male,Ahmedabad,Bachelor's,50k-100k,21728.34,Basic,59,5
C1945,38,Female,Hyderabad,Master's,200k+,80411.19,Basic,20,27
C1946,37,Male,Kolkata,High School,50k-100k,22946.33,Basic,55,9
C1947,45,Male,Ahmedabad,Bachelor's,25k-50k,2377.47,Basic,5,1
C1948,40,Female,Chennai,High School,25k-50k,10206.0,Basic,49,3
C1949,35,Female,Pune,Bachelor's,50k-100k,21381.86,Gold,48,3
C1950,24,Female,Bangalore,Bachelor's,50k-100k,24528.52,Platinum,53,8
C1951,51,Male,Bangalore,Master's,200k+,61642.17,Silver,30,15
C1952,29,Other,Chennai,Master's,50k-100k,8847.01,Basic,39,1
C1953,43,Male,Mumbai,Bachelor's,<25k,3278.57,Basic,13,1
C1954,21,Female,Pune,PhD,<25k,1497.72,Silver,7,1
C1955,32,Male,Kolkata,Bachelor's,50k-100k,13493.24,Platinum,16,1
C1956,37,Male,Hyderabad,Master's,200k+,66283.15,Gold,57,16
C1957,56,Female,Kolkata,PhD,50k-100k,24459.92,Gold,26,3
C1958,41,Male,Mumbai,Master's,200k+,49028.01,Basic,6,12
C1959,42,Female,Ahmedabad,Master's,25k-50k,10042.98,Basic,8,3
C1960,23,Other,Delhi,Bachelor's,100k-200k,39053.99,Silver,41,9
C1961,31,Female,Ahmedabad,Bachelor's,25k-50k,7281.21,Silver,29,3
C1962,55,Female,Chennai,High School,25k-50k,6046.26,Gold,46,2
C1963,21,Male,Bangalore,Bachelor's,25k-50k,6819.81,Basic,29,1
C1964,28,Male,Delhi,Master's,25k-50k,6149.78,Silver,49,1
C1965,50,Female,Chennai,Bachelor's,200k+,81845.64,Silver,41,18
C1966,27,Male,Bangalore,Bachelor's,200k+,76843.52,Platinum,37,20
C1967,24,Male,Pune,Master's,100k-200k,31663.59,Silver,47,9
C1968,37,Female,Delhi,Master's,25k-50k,6714.08,Basic,34,1
C1969,43,Female,Chennai,High School,100k-200k,39818.25,Platinum,1,10
C1970,31,Female,Delhi,High School,<25k,3264.75,Basic,21,2
C1971,18,Female,Kolkata,Bachelor's,50k-100k,15180.73,Basic,45,7
C1972,39,Female,Ahmedabad,High School,25k-50k,9086.62,Basic,9,3
C1973,54,Female,Pune,Bachelor's,200k+,51593.5,Silver,35,14
C1974,45,Female,Mumbai,Bachelor's,200k+,47961.05,Gold,44,9
C1975,21,Male,Bangalore,Master's,50k-100k,19208.38,Silver,37,1
C1976,25,Male,Ahmedabad,Bachelor's,100k-200k,41742.01,Silver,25,4
C1977,28,Male,Chennai,Master's,50k-100k,12708.97,Basic,12,5
C1978,28,Female,Bangalore,Bachelor's,25k-50k,7488.58,Silver,36,1
C1979,32,Female,Ahmedabad,Master's,50k-100k,20827.06,Gold,41,3
C1980,35,Female,Delhi,Master's,<25k,2673.48,Basic,7,1
C1981,26,Female,Bangalore,Bachelor's,25k-50k,6090.05,Silver,5,1
C1982,40,Female,Pune,High School,25k-50k,6958.3,Silver,26,2
C1983,48,Male,Chennai,Bachelor's,50k-100k,18862.18,Silver,55,3
C1984,36,Female,Kolkata,Bachelor's,100k-200k,44205.58,Basic,1,15
C1985,47,Male,Pune,Bachelor's,200k+,56649.44,Silver,15,21
C1986,36,Female,Bangalore,High School,100k-200k,53305.64,Gold,47,13
C1987,18,Female,Hyderabad,PhD,100k-200k,52807.89,Basic,51,16
C1988,27,Male,Hyderabad,Master's,25k-50k,7189.37,Silver,59,1
C1989,35,Female,Chennai,Bachelor's,25k-50k,2299.99,Silver,38,2
C1990,48,Female,Mumbai,PhD,<25k,1520.96,Silver,15,3
C1991,31,Female,Hyderabad,PhD,100k-200k,45846.68,Platinum,43,11
C1992,40,Female,Mumbai,Master's,100k-200k,30630.64,Silver,55,8
C1993,47,Female,Kolkata,Master's,50k-100k,19128.06,Silver,20,8
C1994,29,Female,Ahmedabad,Master's,50k-100k,21127.01,Basic,57,10
C1995,44,Female,Mumbai,Bachelor's,25k-50k,5961.64,Basic,1,5
C1996,28,Male,Mumbai,Master's,100k-200k,40512.29,Basic,30,7
C1997,18,Female,Delhi,Bachelor's,50k-100k,21151.92,Basic,9,5
C1998,28,Male,Mumbai,Bachelor's,100k-200k,20665.7,Platinum,29,1
C1999,36,Female,Ahmedabad,Bachelor's,<25k,2076.1,Basic,14,1
C2000,19,Female,Ahmedabad,Master's,25k-50k,4931.89,Platinum,25,1
C2001,50,Male,Mumbai,Bachelor's,50k-100k,14971.3,Platinum,39,4
C2002,51,Male,Mumbai,PhD,50k-100k,18908.66,Silver,54,5
C2003,27,Male,Mumbai,High School,25k-50k,6858.58,Gold,57,2
C2004,44,Female,Kolkata,Bachelor's,25k-50k,10246.53,Gold,15,1
C2005,41,Female,Mumbai,Bachelor's,50k-100k,24196.64,Silver,21,4
C2006,50,Female,Ahmedabad,High School,25k-50k,12006.6,Basic,20,3
C2007,19,Female,Ahmedabad,Master's,<25k,2575.9,Gold,1,1
C2008,35,Male,Ahmedabad,Bachelor's,100k-200k,35119.99,Basic,39,7
C2009,18,Male,Chennai,Bachelor's,50k-100k,13932.83,Gold,14,3
C2010,25,Male,Pune,Master's,50k-100k,26415.54,Silver,36,8
C2011,22,Male,Delhi,Master's,200k+,38633.76,Basic,35,6
C2012,24,Other,Mumbai,Bachelor's,<25k,3077.05,Basic,19,1
C2013,30,Male,Delhi,Bachelor's,<25k,3369.25,Silver,31,1
C2014,56,Female,Chennai,Bachelor's,50k-100k,8285.93,Platinum,4,2
C2015,32,Female,Mumbai,Master's,100k-200k,55852.32,Basic,23,18
C2016,30,Female,Bangalore,Master's,100k-200k,35618.25,Silver,24,9
C2017,31,Male,Kolkata,High School,25k-50k,11914.68,Platinum,40,4
C2018,35,Male,Hyderabad,PhD,100k-200k,15104.67,Basic,4,2
C2019,18,Male,Chennai,Master's,25k-50k,8425.11,Basic,2,5
C2020,21,Female,Mumbai,Master's,50k-100k,12951.7,Gold,8,3
C2021,34,Male,Bangalore,High School,50k-100k,19335.69,Silver,22,6
C2022,43,Female,Hyderabad,Master's,25k-50k,11993.14,Silver,14,5
C2023,31,Male,Ahmedabad,Master's,100k-200k,35668.7,Basic,54,8
C2024,48,Male,Bangalore,Bachelor's,100k-200k,36897.9,Platinum,41,8
C2025,19,Male,Delhi,PhD,25k-50k,11163.38,Silver,11,2
C2026,38,Male,Bangalore,High School,50k-100k,10869.11,Basic,28,3
C2027,18,Female,Hyderabad,Master's,50k-100k,17621.64,Platinum,21,7
C2028,33,Male,Mumbai,Master's,<25k,3698.29,Platinum,6,1
C2029,18,Male,Delhi,High School,<25k,3288.47,Silver,9,1
C2030,46,Male,Bangalore,Bachelor's,25k-50k,8139.76,Basic,46,1
C2031,26,Female,Bangalore,High School,100k-200k,35409.46,Platinum,51,10
C2032,24,Male,Chennai,Master's,200k+,59412.95,Gold,1,19
C2033,29,Male,Chennai,High School,50k-100k,30402.59,Basic,49,12
C2034,33,Female,Bangalore,High School,50k-100k,19150.32,Silver,23,6
C2035,36,Female,Hyderabad,Bachelor's,25k-50k,7565.25,Silver,9,1
C2036,18,Male,Chennai,Bachelor's,25k-50k,3960.4,Basic,31,1
C2037,48,Male,Mumbai,Master's,100k-200k,39528.96,Silver,32,6
C2038,34,Female,Hyderabad,PhD,25k-50k,8859.59,Basic,52,1
C2039,34,Male,Delhi,Bachelor's,25k-50k,5108.14,Platinum,10,1
C2040,42,Female,Delhi,Master's,100k-200k,31027.88,Silver,35,3
C2041,45,Female,Mumbai,PhD,25k-50k,8850.97,Basic,6,3
C2042,39,Female,Mumbai,Master's,25k-50k,5523.67,Silver,19,1
C2043,44,Male,Delhi,PhD,100k-200k,44725.9,Silver,15,8
C2044,18,Female,Hyderabad,Master's,50k-100k,21112.73,Gold,48,1
C2045,39,Male,Mumbai,Master's,100k-200k,24082.07,Basic,39,6
C2046,24,Female,Mumbai,High School,25k-50k,12126.17,Silver,33,2
C2047,57,Female,Kolkata,Bachelor's,100k-200k,27765.43,Basic,23,9
C2048,30,Male,Bangalore,Master's,25k-50k,7646.87,Gold,35,2
C2049,47,Female,Delhi,Master's,200k+,25902.62,Silver,46,8
C2050,38,Female,Delhi,Bachelor's,100k-200k,29717.18,Gold,35,6
C2051,31,Male,Mumbai,Bachelor's,50k-100k,15584.82,Basic,37,3
C2052,52,Female,Delhi,High School,50k-100k,22089.52,Silver,24,6
C2053,19,Female,Mumbai,Bachelor's,25k-50k,11617.11,Silver,36,3
C2054,43,Female,Pune,High School,50k-100k,17783.65,Basic,21,3
C2055,23,Female,Delhi,High School,<25k,4232.99,Basic,20,3
C2056,59,Female,Bangalore,Bachelor's,100k-200k,32160.92,Silver,5,5
C2057,38,Female,Mumbai,Master's,100k-200k,44731.48,Gold,30,14
C2058,25,Female,Delhi,Bachelor's,50k-100k,25645.49,Basic,2,7
C2059,26,Female,Hyderabad,High School,<25k,2261.08,Gold,14,2
C2060,33,Female,Chennai,Bachelor's,50k-100k,17201.33,Platinum,50,4
C2061,32,Male,Hyderabad,High School,50k-100k,17177.03,Basic,39,1
C2062,24,Female,Ahmedabad,PhD,<25k,3562.93,Platinum,44,1
C2063,43,Male,Delhi,High School,100k-200k,44757.55,Basic,21,13
C2064,30,Male,Delhi,Bachelor's,100k-200k,46592.55,Silver,8,13
C2065,49,Female,Mumbai,Master's,<25k,3005.54,Basic,17,1
C2066,41,Female,Kolkata,High School,25k-50k,6364.15,Platinum,52,1
C2067,30,Male,Mumbai,Bachelor's,25k-50k,7680.76,Silver,39,3
C2068,32,Male,Delhi,Bachelor's,100k-200k,19529.14,Silver,26,9
C2069,35,Male,Bangalore,PhD,25k-50k,8160.54,Gold,35,1
C2070,45,Male,Mumbai,High School,<25k,3490.27,Platinum,33,1
C2071,18,Female,Bangalore,High School,25k-50k,4886.69,Basic,39,1
C2072,29,Male,Hyderabad,Master's,100k-200k,42012.17,Silver,18,17
C2073,23,Male,Mumbai,Bachelor's,<25k,3351.5,Basic,22,1
C2074,44,Male,Pune,Bachelor's,50k-100k,26514.92,Silver,7,4
C2075,19,Male,Kolkata,Bachelor's,25k-50k,8152.34,Silver,56,4
C2076,35,Female,Mumbai,High School,<25k,2620.23,Basic,5,1
C2077,35,Male,Mumbai,Master's,50k-100k,8503.53,Silver,19,1
